id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
675,Clay,Chemical,Tropical,73,Chemical Control - Organic Pesticides,Winter,Carrot,31C,Rare,AgriSeeds Co.,Winter,131km,99%
676,Sandy,Chemical,Tropical,80,Biological Control - Predatory Insects,Late Spring,Lettuce,21C,Medium,CropLife Solutions,Summer,133km,24%
677,Saline,Compost,Temperate,85,Chemical Control - Synthetic Pesticides,Autumn,Corn,29C,Overdone,GreenFields,Winter,134km,51%
678,Saline,Compost,Tropical,73,Biological Control - Predatory Insects,Autumn,Potato,25C,Medium-Well,AgriSeeds Co.,Summer,130km,76%
679,Clay,Compost,Arid,80,Chemical Control - Synthetic Pesticides,Autumn,Corn,28C,Well-Done,GreenFields,Spring,132km,50%
680,Loamy,Chemical,Temperate,79,Integrated Pest Management,Early Summer,Corn,31C,Medium-Well,CropLife Solutions,Summer,134km,24%
681,Sandy,Chemical,Temperate,79,Biological Control - Predatory Insects,Autumn,Carrot,25C,Medium-Well,AgriSeeds Co.,Summer,130km,37%
682,Clay,Organic,Arid,65,Chemical Control - Synthetic Pesticides,Autumn,Potato,23C,Rare,AgriSeeds Co.,Summer,132km,55%
683,Clay,Chemical,Arid,68,Chemical Control - Synthetic Pesticides,Autumn,Wheat,29C,Medium,CropLife Solutions,Summer,128km,25%
684,Saline,Chemical,Arid,65,Biological Control - Predatory Insects,Early Spring,Potato,30C,Medium-Rare,GreenFields,Autumn,128km,72%
685,Sandy,Chemical,Temperate,75,Chemical Control - Organic Pesticides,Early Summer,Tomato,20C,Overdone,GreenFields,Winter,131km,31%
686,Clay,Organic,Temperate,71,Chemical Control - Synthetic Pesticides,Winter,Lettuce,29C,Rare,FarmGrow Inc.,Winter,131km,70%
687,Loamy,Organic,Arid,77,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,29C,Overdone,FarmGrow Inc.,Winter,132km,75%
688,Loamy,Chemical,Arid,62,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,22C,Well-Done,GreenFields,Spring,133km,24%
689,Saline,Organic,Tropical,82,Integrated Pest Management,Late Summer,Carrot,20C,Well-Done,CropLife Solutions,Spring,131km,59%
690,Clay,Organic,Arid,71,Biological Control - Predatory Insects,Winter,Corn,22C,Well-Done,FarmGrow Inc.,Autumn,128km,80%
691,Sandy,Organic,Tropical,66,Chemical Control - Synthetic Pesticides,Early Summer,Corn,27C,Overdone,CropLife Solutions,Spring,134km,31%
692,Sandy,Compost,Tropical,65,Integrated Pest Management,Winter,Tomato,29C,Well-Done,CropLife Solutions,Spring,128km,20%
693,Sandy,Organic,Arid,69,Chemical Control - Synthetic Pesticides,Winter,Potato,21C,Overdone,GreenFields,Spring,130km,72%
694,Clay,Chemical,Temperate,73,Chemical Control - Synthetic Pesticides,Early Summer,Potato,23C,Medium,CropLife Solutions,Spring,131km,100%
695,Loamy,Organic,Arid,68,Chemical Control - Organic Pesticides,Late Spring,Potato,33C,Rare,AgriSeeds Co.,Autumn,129km,96%
696,Loamy,Organic,Arid,71,Integrated Pest Management,Late Spring,Potato,33C,Medium-Well,AgriSeeds Co.,Autumn,129km,90%
697,Sandy,Compost,Arid,74,Biological Control - Predatory Insects,Late Spring,Wheat,25C,Overdone,GreenFields,Autumn,133km,84%
698,Sandy,Organic,Tropical,81,Integrated Pest Management,Early Spring,Carrot,23C,Rare,CropLife Solutions,Autumn,131km,43%
699,Loamy,Chemical,Temperate,75,Chemical Control - Organic Pesticides,Winter,Potato,29C,Medium-Rare,CropLife Solutions,Winter,129km,75%
700,Saline,Compost,Tropical,66,Biological Control - Predatory Insects,Early Spring,Tomato,31C,Medium,GreenFields,Winter,131km,89%
701,Clay,Compost,Arid,61,Biological Control - Predatory Insects,Late Summer,Lettuce,23C,Medium-Well,CropLife Solutions,Winter,130km,23%
702,Sandy,Chemical,Arid,63,Chemical Control - Organic Pesticides,Late Spring,Corn,22C,Medium-Rare,GreenFields,Winter,134km,41%
703,Sandy,Chemical,Tropical,60,Integrated Pest Management,Autumn,Tomato,31C,Medium,AgriSeeds Co.,Spring,128km,92%
704,Sandy,Compost,Tropical,62,Integrated Pest Management,Winter,Potato,26C,Medium,GreenFields,Summer,130km,26%
705,Loamy,Chemical,Temperate,82,Integrated Pest Management,Autumn,Lettuce,22C,Medium-Rare,FarmGrow Inc.,Winter,134km,30%
706,Loamy,Organic,Temperate,69,Integrated Pest Management,Autumn,Tomato,34C,Well-Done,AgriSeeds Co.,Spring,129km,60%
707,Sandy,Chemical,Tropical,77,Biological Control - Predatory Insects,Winter,Potato,20C,Well-Done,FarmGrow Inc.,Summer,132km,48%
708,Loamy,Compost,Tropical,82,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,27C,Medium,GreenFields,Winter,133km,42%
709,Sandy,Compost,Temperate,71,Biological Control - Predatory Insects,Winter,Wheat,26C,Rare,AgriSeeds Co.,Spring,134km,88%
710,Saline,Organic,Arid,64,Integrated Pest Management,Late Summer,Lettuce,20C,Rare,FarmGrow Inc.,Autumn,134km,59%
711,Clay,Compost,Tropical,82,Biological Control - Predatory Insects,Autumn,Lettuce,33C,Medium-Rare,FarmGrow Inc.,Spring,134km,49%
712,Saline,Chemical,Arid,75,Chemical Control - Synthetic Pesticides,Late Spring,Corn,25C,Well-Done,GreenFields,Summer,131km,57%
713,Clay,Chemical,Temperate,80,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,32C,Medium-Well,FarmGrow Inc.,Autumn,128km,40%
714,Saline,Compost,Temperate,68,Chemical Control - Organic Pesticides,Autumn,Potato,21C,Medium-Well,CropLife Solutions,Spring,128km,73%
715,Saline,Chemical,Tropical,62,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,23C,Well-Done,FarmGrow Inc.,Winter,134km,59%
716,Saline,Organic,Arid,71,Chemical Control - Synthetic Pesticides,Winter,Lettuce,25C,Rare,FarmGrow Inc.,Spring,128km,60%
717,Sandy,Chemical,Arid,69,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,27C,Medium-Rare,CropLife Solutions,Winter,130km,57%
718,Sandy,Organic,Tropical,64,Chemical Control - Organic Pesticides,Autumn,Corn,26C,Medium-Well,CropLife Solutions,Autumn,132km,91%
719,Loamy,Compost,Tropical,82,Chemical Control - Synthetic Pesticides,Winter,Potato,21C,Overdone,AgriSeeds Co.,Autumn,129km,47%
720,Saline,Organic,Arid,81,Chemical Control - Synthetic Pesticides,Autumn,Tomato,20C,Well-Done,GreenFields,Autumn,134km,55%
721,Sandy,Chemical,Tropical,81,Chemical Control - Synthetic Pesticides,Winter,Carrot,31C,Medium,CropLife Solutions,Winter,129km,57%
722,Loamy,Compost,Temperate,84,Biological Control - Predatory Insects,Winter,Tomato,25C,Rare,GreenFields,Autumn,131km,89%
723,Sandy,Organic,Tropical,65,Biological Control - Predatory Insects,Late Summer,Lettuce,31C,Rare,CropLife Solutions,Spring,132km,31%
724,Loamy,Compost,Temperate,83,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,33C,Medium-Rare,AgriSeeds Co.,Autumn,132km,53%
725,Sandy,Chemical,Arid,77,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,31C,Medium-Well,GreenFields,Summer,133km,98%
726,Loamy,Organic,Temperate,82,Chemical Control - Organic Pesticides,Early Summer,Tomato,23C,Medium,CropLife Solutions,Spring,134km,67%
727,Saline,Chemical,Tropical,79,Biological Control - Predatory Insects,Late Spring,Wheat,20C,Medium-Rare,GreenFields,Winter,131km,38%
728,Sandy,Chemical,Arid,66,Chemical Control - Organic Pesticides,Winter,Carrot,30C,Medium,FarmGrow Inc.,Autumn,133km,44%
729,Clay,Chemical,Temperate,62,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,30C,Medium-Rare,FarmGrow Inc.,Autumn,128km,72%
730,Loamy,Chemical,Arid,76,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,34C,Rare,AgriSeeds Co.,Winter,134km,75%
731,Loamy,Compost,Tropical,76,Chemical Control - Synthetic Pesticides,Early Summer,Potato,20C,Medium,CropLife Solutions,Summer,130km,54%
732,Loamy,Chemical,Tropical,62,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,20C,Overdone,AgriSeeds Co.,Summer,131km,96%
733,Clay,Organic,Tropical,66,Chemical Control - Organic Pesticides,Early Summer,Lettuce,31C,Rare,GreenFields,Spring,129km,96%
734,Clay,Organic,Arid,80,Integrated Pest Management,Winter,Lettuce,20C,Well-Done,AgriSeeds Co.,Spring,134km,93%
735,Loamy,Organic,Arid,82,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,32C,Medium,AgriSeeds Co.,Summer,128km,47%
736,Sandy,Chemical,Arid,75,Biological Control - Predatory Insects,Late Spring,Wheat,28C,Medium-Well,GreenFields,Autumn,129km,78%
737,Loamy,Organic,Tropical,60,Biological Control - Predatory Insects,Late Spring,Potato,33C,Well-Done,GreenFields,Spring,132km,95%
738,Clay,Chemical,Arid,82,Integrated Pest Management,Early Summer,Potato,26C,Rare,FarmGrow Inc.,Autumn,133km,76%
739,Clay,Compost,Tropical,80,Biological Control - Predatory Insects,Early Spring,Potato,31C,Well-Done,CropLife Solutions,Summer,131km,75%
740,Loamy,Chemical,Arid,74,Integrated Pest Management,Late Spring,Carrot,30C,Medium-Rare,CropLife Solutions,Autumn,130km,81%
741,Saline,Chemical,Tropical,68,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,26C,Rare,AgriSeeds Co.,Winter,129km,32%
742,Saline,Chemical,Arid,83,Chemical Control - Synthetic Pesticides,Autumn,Wheat,23C,Medium-Well,AgriSeeds Co.,Spring,131km,38%
743,Saline,Chemical,Tropical,69,Biological Control - Predatory Insects,Late Summer,Potato,25C,Rare,AgriSeeds Co.,Autumn,129km,23%
744,Sandy,Compost,Temperate,69,Biological Control - Predatory Insects,Late Summer,Lettuce,22C,Medium-Well,GreenFields,Winter,129km,95%
745,Sandy,Chemical,Arid,61,Chemical Control - Organic Pesticides,Early Summer,Tomato,34C,Well-Done,GreenFields,Spring,131km,28%
746,Saline,Compost,Temperate,81,Biological Control - Predatory Insects,Late Spring,Wheat,34C,Medium-Well,FarmGrow Inc.,Winter,128km,82%
747,Clay,Organic,Temperate,72,Biological Control - Predatory Insects,Winter,Corn,26C,Medium-Well,CropLife Solutions,Winter,133km,90%
748,Sandy,Chemical,Arid,83,Biological Control - Predatory Insects,Early Summer,Potato,24C,Overdone,CropLife Solutions,Winter,130km,93%
749,Loamy,Compost,Temperate,79,Chemical Control - Organic Pesticides,Early Summer,Carrot,24C,Medium-Well,FarmGrow Inc.,Winter,132km,62%
750,Saline,Chemical,Tropical,85,Integrated Pest Management,Winter,Wheat,20C,Well-Done,CropLife Solutions,Autumn,129km,81%
751,Sandy,Chemical,Temperate,81,Chemical Control - Organic Pesticides,Winter,Carrot,26C,Medium,CropLife Solutions,Autumn,131km,70%
752,Saline,Organic,Temperate,63,Chemical Control - Organic Pesticides,Early Summer,Wheat,33C,Well-Done,AgriSeeds Co.,Autumn,130km,84%
753,Loamy,Chemical,Temperate,69,Chemical Control - Organic Pesticides,Winter,Corn,30C,Overdone,CropLife Solutions,Winter,129km,53%
754,Clay,Compost,Temperate,67,Chemical Control - Organic Pesticides,Late Spring,Potato,28C,Medium-Well,AgriSeeds Co.,Winter,131km,52%
755,Sandy,Chemical,Temperate,71,Chemical Control - Organic Pesticides,Early Spring,Corn,23C,Well-Done,CropLife Solutions,Autumn,134km,41%
756,Sandy,Chemical,Temperate,85,Chemical Control - Synthetic Pesticides,Winter,Corn,28C,Rare,AgriSeeds Co.,Winter,134km,78%
757,Loamy,Chemical,Arid,61,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,26C,Medium,FarmGrow Inc.,Winter,131km,85%
758,Loamy,Compost,Temperate,74,Chemical Control - Organic Pesticides,Autumn,Tomato,34C,Medium-Well,AgriSeeds Co.,Spring,133km,38%
759,Loamy,Organic,Arid,78,Integrated Pest Management,Early Summer,Tomato,23C,Medium-Well,CropLife Solutions,Autumn,128km,41%
760,Saline,Organic,Temperate,80,Biological Control - Predatory Insects,Early Spring,Tomato,34C,Medium-Rare,GreenFields,Spring,134km,89%
761,Saline,Chemical,Tropical,76,Chemical Control - Synthetic Pesticides,Winter,Lettuce,22C,Well-Done,GreenFields,Spring,134km,53%
762,Saline,Chemical,Tropical,84,Biological Control - Predatory Insects,Late Spring,Wheat,23C,Medium-Well,CropLife Solutions,Winter,128km,60%
763,Clay,Chemical,Tropical,68,Chemical Control - Synthetic Pesticides,Autumn,Carrot,28C,Medium-Rare,CropLife Solutions,Summer,130km,74%
764,Saline,Organic,Tropical,65,Chemical Control - Synthetic Pesticides,Winter,Corn,21C,Medium-Rare,GreenFields,Autumn,129km,30%
765,Clay,Compost,Tropical,68,Biological Control - Predatory Insects,Early Spring,Potato,30C,Medium,FarmGrow Inc.,Winter,134km,82%
766,Sandy,Compost,Tropical,73,Biological Control - Predatory Insects,Early Spring,Wheat,28C,Medium-Rare,CropLife Solutions,Spring,130km,43%
767,Saline,Compost,Arid,79,Integrated Pest Management,Winter,Wheat,23C,Well-Done,GreenFields,Summer,134km,50%
768,Loamy,Organic,Arid,75,Chemical Control - Organic Pesticides,Autumn,Tomato,32C,Medium-Rare,GreenFields,Winter,128km,54%
769,Saline,Organic,Temperate,80,Integrated Pest Management,Early Summer,Wheat,21C,Rare,AgriSeeds Co.,Autumn,133km,92%
770,Saline,Chemical,Arid,85,Integrated Pest Management,Early Summer,Lettuce,31C,Rare,FarmGrow Inc.,Autumn,130km,90%
771,Sandy,Organic,Arid,65,Biological Control - Predatory Insects,Late Summer,Tomato,20C,Medium-Well,GreenFields,Autumn,129km,94%
772,Sandy,Organic,Temperate,77,Biological Control - Predatory Insects,Autumn,Carrot,30C,Medium,FarmGrow Inc.,Winter,133km,69%
773,Sandy,Compost,Tropical,82,Biological Control - Predatory Insects,Autumn,Carrot,27C,Medium-Well,CropLife Solutions,Autumn,130km,22%
774,Saline,Chemical,Tropical,64,Integrated Pest Management,Late Summer,Tomato,28C,Overdone,FarmGrow Inc.,Winter,131km,61%
775,Saline,Chemical,Temperate,71,Chemical Control - Synthetic Pesticides,Winter,Wheat,28C,Medium,FarmGrow Inc.,Autumn,132km,22%
776,Loamy,Compost,Arid,63,Biological Control - Predatory Insects,Early Summer,Carrot,25C,Medium-Rare,GreenFields,Summer,128km,59%
777,Clay,Compost,Arid,81,Chemical Control - Organic Pesticides,Autumn,Carrot,24C,Well-Done,GreenFields,Winter,133km,28%
778,Sandy,Compost,Arid,65,Integrated Pest Management,Late Summer,Wheat,26C,Well-Done,FarmGrow Inc.,Spring,130km,100%
779,Clay,Chemical,Temperate,76,Chemical Control - Synthetic Pesticides,Winter,Carrot,33C,Medium-Well,AgriSeeds Co.,Winter,134km,73%
780,Clay,Organic,Tropical,67,Integrated Pest Management,Late Spring,Lettuce,28C,Medium-Rare,FarmGrow Inc.,Summer,128km,72%
781,Loamy,Compost,Tropical,85,Integrated Pest Management,Early Summer,Corn,31C,Medium,GreenFields,Summer,134km,33%
782,Sandy,Compost,Tropical,73,Chemical Control - Synthetic Pesticides,Early Summer,Corn,25C,Medium,CropLife Solutions,Summer,131km,51%
783,Clay,Chemical,Temperate,61,Integrated Pest Management,Early Summer,Corn,33C,Medium,CropLife Solutions,Spring,133km,96%
784,Loamy,Chemical,Arid,81,Chemical Control - Organic Pesticides,Late Spring,Tomato,31C,Well-Done,CropLife Solutions,Summer,133km,41%
785,Sandy,Organic,Arid,66,Integrated Pest Management,Early Summer,Carrot,34C,Medium-Rare,CropLife Solutions,Summer,128km,68%
786,Loamy,Chemical,Arid,75,Chemical Control - Synthetic Pesticides,Late Summer,Potato,26C,Medium-Rare,FarmGrow Inc.,Autumn,134km,52%
787,Sandy,Organic,Tropical,74,Integrated Pest Management,Early Summer,Tomato,33C,Medium-Well,GreenFields,Winter,133km,61%
788,Clay,Chemical,Arid,74,Integrated Pest Management,Late Spring,Corn,33C,Rare,AgriSeeds Co.,Spring,133km,58%
789,Clay,Organic,Tropical,75,Integrated Pest Management,Late Spring,Lettuce,22C,Well-Done,AgriSeeds Co.,Spring,130km,69%
790,Saline,Organic,Temperate,74,Integrated Pest Management,Autumn,Tomato,33C,Medium-Well,CropLife Solutions,Winter,134km,100%
791,Sandy,Compost,Arid,69,Integrated Pest Management,Autumn,Carrot,21C,Medium-Rare,AgriSeeds Co.,Spring,130km,55%
792,Loamy,Compost,Tropical,60,Biological Control - Predatory Insects,Winter,Lettuce,22C,Medium-Well,CropLife Solutions,Spring,133km,96%
793,Saline,Compost,Temperate,63,Biological Control - Predatory Insects,Late Spring,Potato,25C,Overdone,CropLife Solutions,Summer,134km,45%
794,Sandy,Organic,Arid,66,Integrated Pest Management,Late Summer,Wheat,33C,Overdone,CropLife Solutions,Winter,133km,36%
795,Loamy,Organic,Arid,76,Chemical Control - Organic Pesticides,Early Summer,Lettuce,29C,Overdone,CropLife Solutions,Autumn,131km,63%
796,Loamy,Organic,Tropical,72,Integrated Pest Management,Late Spring,Corn,21C,Medium,CropLife Solutions,Summer,131km,74%
797,Saline,Compost,Tropical,68,Chemical Control - Organic Pesticides,Early Spring,Tomato,22C,Rare,FarmGrow Inc.,Spring,129km,47%
798,Clay,Organic,Temperate,84,Biological Control - Predatory Insects,Early Summer,Lettuce,24C,Overdone,FarmGrow Inc.,Spring,130km,78%
799,Clay,Chemical,Tropical,61,Chemical Control - Organic Pesticides,Early Spring,Lettuce,28C,Well-Done,FarmGrow Inc.,Winter,128km,45%
800,Loamy,Compost,Tropical,74,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,31C,Medium-Rare,GreenFields,Summer,129km,42%
801,Loamy,Compost,Tropical,74,Integrated Pest Management,Winter,Carrot,25C,Medium-Rare,FarmGrow Inc.,Spring,129km,84%
802,Clay,Chemical,Arid,78,Chemical Control - Organic Pesticides,Early Summer,Tomato,31C,Well-Done,FarmGrow Inc.,Autumn,130km,49%
803,Sandy,Organic,Tropical,76,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,20C,Well-Done,AgriSeeds Co.,Autumn,130km,75%
804,Saline,Compost,Temperate,73,Chemical Control - Synthetic Pesticides,Winter,Wheat,27C,Overdone,CropLife Solutions,Summer,128km,65%
805,Sandy,Compost,Tropical,78,Chemical Control - Organic Pesticides,Late Summer,Lettuce,21C,Medium-Well,GreenFields,Winter,134km,23%
806,Sandy,Organic,Tropical,73,Biological Control - Predatory Insects,Late Summer,Wheat,33C,Medium-Rare,AgriSeeds Co.,Summer,133km,55%
807,Sandy,Chemical,Tropical,61,Chemical Control - Organic Pesticides,Late Spring,Corn,24C,Well-Done,GreenFields,Summer,132km,87%
808,Clay,Chemical,Tropical,79,Biological Control - Predatory Insects,Winter,Potato,26C,Rare,GreenFields,Spring,133km,64%
809,Loamy,Organic,Arid,82,Biological Control - Predatory Insects,Late Summer,Wheat,22C,Rare,AgriSeeds Co.,Spring,134km,29%
810,Sandy,Chemical,Tropical,80,Biological Control - Predatory Insects,Early Summer,Potato,22C,Rare,AgriSeeds Co.,Summer,130km,53%
811,Loamy,Chemical,Tropical,68,Biological Control - Predatory Insects,Winter,Corn,30C,Rare,AgriSeeds Co.,Summer,129km,34%
812,Saline,Compost,Tropical,64,Chemical Control - Organic Pesticides,Late Spring,Potato,34C,Medium-Well,FarmGrow Inc.,Winter,133km,70%
813,Loamy,Organic,Temperate,72,Integrated Pest Management,Late Summer,Corn,26C,Medium,FarmGrow Inc.,Spring,132km,63%
814,Sandy,Chemical,Arid,80,Chemical Control - Synthetic Pesticides,Late Spring,Corn,32C,Medium-Rare,FarmGrow Inc.,Summer,130km,55%
815,Loamy,Compost,Arid,81,Chemical Control - Synthetic Pesticides,Autumn,Tomato,21C,Medium-Well,AgriSeeds Co.,Summer,128km,75%
816,Sandy,Chemical,Tropical,75,Biological Control - Predatory Insects,Autumn,Wheat,30C,Medium-Well,AgriSeeds Co.,Summer,133km,56%
817,Sandy,Compost,Temperate,66,Integrated Pest Management,Winter,Wheat,31C,Overdone,GreenFields,Summer,132km,41%
818,Saline,Compost,Arid,61,Integrated Pest Management,Late Summer,Wheat,34C,Well-Done,AgriSeeds Co.,Winter,134km,57%
819,Sandy,Compost,Arid,78,Biological Control - Predatory Insects,Late Spring,Lettuce,25C,Well-Done,GreenFields,Autumn,128km,89%
820,Clay,Compost,Arid,75,Integrated Pest Management,Early Summer,Carrot,23C,Medium-Rare,FarmGrow Inc.,Autumn,134km,75%
821,Saline,Organic,Tropical,84,Integrated Pest Management,Autumn,Wheat,31C,Well-Done,CropLife Solutions,Summer,134km,76%
822,Saline,Chemical,Temperate,76,Chemical Control - Organic Pesticides,Early Summer,Tomato,23C,Medium-Well,AgriSeeds Co.,Autumn,134km,70%
823,Sandy,Organic,Tropical,63,Biological Control - Predatory Insects,Autumn,Lettuce,28C,Overdone,GreenFields,Autumn,129km,67%
824,Clay,Compost,Tropical,71,Integrated Pest Management,Late Spring,Lettuce,26C,Rare,AgriSeeds Co.,Winter,132km,76%
825,Saline,Chemical,Arid,71,Chemical Control - Synthetic Pesticides,Early Summer,Corn,26C,Medium,GreenFields,Spring,132km,58%
826,Loamy,Chemical,Tropical,74,Chemical Control - Synthetic Pesticides,Late Spring,Potato,26C,Medium-Rare,GreenFields,Spring,134km,23%
827,Saline,Chemical,Arid,70,Chemical Control - Synthetic Pesticides,Early Spring,Corn,20C,Medium-Rare,GreenFields,Autumn,132km,50%
828,Loamy,Compost,Tropical,76,Biological Control - Predatory Insects,Early Spring,Carrot,29C,Medium,CropLife Solutions,Summer,132km,100%
829,Loamy,Organic,Tropical,68,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,25C,Overdone,GreenFields,Spring,131km,54%
830,Sandy,Organic,Temperate,65,Integrated Pest Management,Late Summer,Lettuce,30C,Medium,FarmGrow Inc.,Autumn,128km,35%
831,Sandy,Chemical,Tropical,81,Biological Control - Predatory Insects,Early Spring,Wheat,33C,Medium-Rare,GreenFields,Summer,129km,43%
832,Loamy,Organic,Tropical,65,Chemical Control - Synthetic Pesticides,Late Summer,Potato,25C,Medium-Well,CropLife Solutions,Spring,133km,67%
833,Saline,Chemical,Temperate,80,Biological Control - Predatory Insects,Winter,Corn,22C,Overdone,FarmGrow Inc.,Summer,130km,61%
834,Saline,Organic,Tropical,73,Biological Control - Predatory Insects,Winter,Carrot,26C,Well-Done,FarmGrow Inc.,Spring,129km,50%
835,Sandy,Organic,Tropical,65,Chemical Control - Synthetic Pesticides,Autumn,Potato,21C,Medium,FarmGrow Inc.,Spring,134km,30%
836,Loamy,Compost,Temperate,85,Biological Control - Predatory Insects,Late Summer,Potato,20C,Rare,GreenFields,Spring,130km,49%
837,Loamy,Organic,Tropical,62,Chemical Control - Organic Pesticides,Late Spring,Tomato,34C,Medium-Well,AgriSeeds Co.,Summer,133km,41%
838,Loamy,Chemical,Tropical,67,Integrated Pest Management,Late Summer,Carrot,28C,Medium-Rare,FarmGrow Inc.,Winter,130km,73%
839,Clay,Organic,Tropical,72,Chemical Control - Synthetic Pesticides,Late Summer,Potato,34C,Well-Done,AgriSeeds Co.,Winter,133km,55%
840,Clay,Organic,Temperate,82,Biological Control - Predatory Insects,Winter,Lettuce,25C,Rare,AgriSeeds Co.,Winter,130km,46%
841,Sandy,Compost,Arid,78,Chemical Control - Organic Pesticides,Late Spring,Corn,20C,Medium-Well,FarmGrow Inc.,Autumn,134km,34%
842,Loamy,Compost,Temperate,70,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,29C,Medium,AgriSeeds Co.,Summer,134km,21%
843,Clay,Organic,Arid,71,Chemical Control - Organic Pesticides,Early Summer,Potato,30C,Medium-Rare,CropLife Solutions,Autumn,134km,83%
844,Sandy,Compost,Tropical,78,Biological Control - Predatory Insects,Late Spring,Potato,23C,Medium,CropLife Solutions,Winter,132km,28%
845,Loamy,Organic,Tropical,75,Biological Control - Predatory Insects,Early Spring,Potato,21C,Medium-Rare,AgriSeeds Co.,Winter,129km,43%
846,Loamy,Chemical,Arid,65,Chemical Control - Organic Pesticides,Early Summer,Corn,25C,Overdone,AgriSeeds Co.,Winter,132km,91%
847,Loamy,Organic,Temperate,77,Biological Control - Predatory Insects,Late Summer,Wheat,30C,Rare,FarmGrow Inc.,Autumn,133km,90%
848,Clay,Compost,Temperate,76,Biological Control - Predatory Insects,Late Summer,Corn,20C,Well-Done,GreenFields,Autumn,130km,52%
849,Loamy,Organic,Tropical,72,Integrated Pest Management,Early Spring,Carrot,26C,Overdone,GreenFields,Winter,132km,53%
850,Saline,Compost,Tropical,65,Integrated Pest Management,Early Summer,Carrot,28C,Medium-Well,CropLife Solutions,Summer,130km,41%
851,Sandy,Organic,Tropical,79,Chemical Control - Organic Pesticides,Autumn,Lettuce,23C,Medium-Well,AgriSeeds Co.,Winter,131km,80%
852,Clay,Compost,Tropical,73,Integrated Pest Management,Early Summer,Carrot,30C,Overdone,GreenFields,Autumn,128km,63%
853,Sandy,Organic,Tropical,73,Chemical Control - Organic Pesticides,Autumn,Lettuce,28C,Medium-Rare,CropLife Solutions,Spring,129km,43%
854,Sandy,Organic,Arid,60,Chemical Control - Organic Pesticides,Late Spring,Wheat,28C,Well-Done,FarmGrow Inc.,Winter,132km,63%
855,Saline,Chemical,Arid,83,Integrated Pest Management,Early Summer,Potato,21C,Rare,CropLife Solutions,Winter,133km,72%
856,Loamy,Organic,Arid,61,Biological Control - Predatory Insects,Autumn,Carrot,22C,Rare,FarmGrow Inc.,Summer,129km,59%
857,Sandy,Chemical,Tropical,64,Biological Control - Predatory Insects,Winter,Tomato,25C,Medium-Rare,CropLife Solutions,Winter,128km,27%
858,Clay,Compost,Arid,67,Biological Control - Predatory Insects,Autumn,Potato,24C,Overdone,GreenFields,Autumn,134km,61%
859,Sandy,Organic,Temperate,80,Integrated Pest Management,Late Spring,Corn,34C,Rare,AgriSeeds Co.,Summer,128km,39%
860,Sandy,Chemical,Temperate,66,Biological Control - Predatory Insects,Late Spring,Potato,20C,Medium,CropLife Solutions,Winter,133km,93%
861,Saline,Organic,Arid,67,Chemical Control - Organic Pesticides,Early Spring,Lettuce,33C,Medium,CropLife Solutions,Spring,133km,20%
862,Saline,Chemical,Arid,68,Chemical Control - Organic Pesticides,Late Summer,Corn,33C,Overdone,FarmGrow Inc.,Summer,132km,44%
863,Sandy,Organic,Tropical,74,Integrated Pest Management,Late Spring,Wheat,30C,Medium-Well,FarmGrow Inc.,Spring,130km,52%
864,Sandy,Organic,Arid,76,Biological Control - Predatory Insects,Early Summer,Potato,34C,Well-Done,GreenFields,Autumn,129km,67%
865,Sandy,Chemical,Temperate,64,Biological Control - Predatory Insects,Early Summer,Carrot,31C,Well-Done,FarmGrow Inc.,Autumn,132km,85%
866,Saline,Chemical,Tropical,78,Biological Control - Predatory Insects,Late Summer,Wheat,32C,Medium-Well,CropLife Solutions,Autumn,131km,80%
867,Sandy,Compost,Temperate,76,Chemical Control - Synthetic Pesticides,Late Summer,Potato,32C,Rare,CropLife Solutions,Autumn,130km,98%
868,Sandy,Organic,Temperate,75,Chemical Control - Organic Pesticides,Late Summer,Carrot,33C,Rare,GreenFields,Autumn,132km,58%
869,Loamy,Chemical,Tropical,79,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,21C,Well-Done,AgriSeeds Co.,Summer,132km,79%
870,Sandy,Organic,Tropical,75,Chemical Control - Organic Pesticides,Winter,Wheat,22C,Well-Done,AgriSeeds Co.,Summer,133km,47%
871,Sandy,Organic,Tropical,62,Chemical Control - Organic Pesticides,Late Spring,Corn,31C,Overdone,GreenFields,Winter,132km,79%
